Identifiant_Client,Marque,Usage,CSP,Puissance,Valeur,Zone_tarif,Statut_marital,Année_permis,Mode_garage,Age,Ancienneté_véhicule,Ancienneté_contrat,Type_assurance,Sinistre
1095909,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Célibataire,1995,Non,35,6,4,Tous risques sérénité,Aucun accident
1095979,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,8, ,Marié,1983,Oui,52,5,4,Tous risques,Aucun accident
1096403,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,4,Divorcé,1992,Non,45,15,13,Tous risques sérénité,Accident
1097397,Renault,Privé & trajet travail,Employés (E),4,4,3,Marié,1996,Non,36,14,13,Tiers,Accident
1097480,Renault,Privé,Retraités  (R),3,5,3,Marié,1977,Oui,69,13,13,Tous risques sérénité,Aucun accident
1098103,Citroën,Privé & Professionnel,Professions intermédiaires (PI),5,4,2,Marié,1972,Non,67,9,9,Tous risques,Aucun accident
1098285,Ford,Privé,Professions intermédiaires (PI),4,6,7,Marié,1999,Oui,32,7,5,Tiers,Accident
1099268,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,5,Marié,1990,Non,54,25,4,Tous risques,Aucun accident
1099312,Renault,Privé,Employés (E),8,8,3,Marié,1994,Oui,36,6,7,Tiers,Aucun accident
1099558,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Inconnu,1985,Oui,46,14,15,Tous risques sérénité,Aucun accident
1099778,Renault,Privé & trajet travail,Employés (E),3,5,4,Célibataire,2001,Non,29,16,6,Tiers,Aucun accident
1100155,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,11,3,Marié,1990,Non,40,14,6,Tous risques,Accident
1100566,Fiat,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,9,6,Célibataire,1996,Non,37,5,6,Tous risques,Aucun accident
1101002,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,10,Marié,1985,Oui,47,11,5,Tiers,Accident
1101758,Citroën,Privé & trajet travail,Employés (E),2,2,6,Célibataire,1985,Non,83,19,25,Tous risques,Aucun accident
1102085,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,5,Inconnu,1986,Oui,48,10,19,Tiers,Aucun accident
1102714,Volvo,Privé,Employés (E),5,8,6,Marié,1975,Non,58,14,10,Tous risques,Aucun accident
1102996,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,7,Marié,1985,Non,46,6,14,Tous risques,Aucun accident
1103202,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Marié,1970,Oui,61,8,11,Tous risques,Aucun accident
1103337,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,10,Célibataire,1992,Oui,62,4,20,Tous risques,Aucun accident
1103421,Saab,Privé & Professionnel,Agriculteurs exploitants (AE),7,9,5,Marié,1960,Oui,73,4,30,Tous risques,Aucun accident
1104159,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Inconnu,1972,Non,64,11,12,Tiers,Aucun accident
1104273,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,7,Marié,1979,Oui,52,20,13,Tous risques sérénité,Aucun accident
1104574,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,6,3,Célibataire,2001,Non,29,5,7,Tiers,Accident
1104670,Renault,Privé & trajet travail,Employés (E),10,14,5,Marié,1984,Oui,49,4,6,Tous risques,Accident
1104854,Volkswagen,Privé,Professions intermédiaires (PI),3,3,3,Marié,1973,Oui,61,6,17,Tous risques,Aucun accident
1106046,Audi,Privé & trajet travail,Employés (E),8,8,8,Célibataire,1990,Non,40,5,12,Tous risques sérénité,Aucun accident
1106662,Honda,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,18,8,Marié,2000,Oui,30,4,4,Tous risques,Accident
1106927,Citroën,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),4,5,4,Célibataire,2007,Non,24,15,5,Tous risques sérénité,Accident
1107610,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),5,4,2,Inconnu, ,Non, ,8,4,Tous risques sérénité,Aucun accident
1107714,Ford,Privé,Retraités  (R),6,7,3,Marié,1970,Oui,66,4,5,Tous risques,Aucun accident
1107728,Citroën,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",9,9,2,Marié,1980,Non,51,10,8,Tiers,Aucun accident
1107835,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,10,5,Marié,2000,Non,30,14,4,Tiers,Accident
1108775,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Marié,1997,Oui,36,20,5,Tous risques sérénité,Aucun accident
1108897,Renault,Privé & Professionnel,Ouvriers (O),9,9,3,Marié,1996,Non,34,9,12,Tous risques,Aucun accident
1109383,Peugeot,Privé,Employés (E),7,12,2,Marié,1987,Non,47,15,15,Tous risques sérénité,Aucun accident
1110757,Ford,Privé,Professions intermédiaires (PI),11,14,5,Marié,1975,Non,56,21,9,Tous risques,Aucun accident
1110839,Fiat,Privé & trajet travail,Employés (E),8,9,5,Marié,1998,Non,32,11,5,Tous risques,Accident
1111051,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),5,6,1,Marié,1977,Oui,63,22,16,Tous risques,Aucun accident
1111690,Renault,Privé & trajet travail,Employés (E),4,4,2,Marié,1993,Oui,55,13,7,Tous risques,Aucun accident
1113202,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,6,2,Marié,1977,Non,53,20,7,Tous risques,Aucun accident
1115384,Renault,Privé,Retraités  (R),7,5,4,Marié,1959,Oui,72,5,5,Tous risques sérénité,Aucun accident
1116644,Volkswagen,Privé,Employés (E),4,4,5,Marié,1978,Non,55,8,12,Tiers,Accident
1117283,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),4,2,6,Célibataire,2004,Non,31,8,5,Tous risques sérénité,Accident
1117467,Peugeot,Privé,Retraités  (R),9,9,2,Inconnu,1980,Oui,70,5,14,Tous risques sérénité,Aucun accident
1118010,Mazda,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,2,Marié,1971,Oui,70,13,6,Tiers,Aucun accident
1118123,Mazda,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,4,Marié,1993,Non,40,16,15,Tous risques sérénité,Aucun accident
1118303,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),9,9,5,Inconnu,1993,Non, ,6,6,Tous risques,Aucun accident
1118465,Saab,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",4,5,4,Marié,1981,Oui,49,4,4,Tous risques,Aucun accident
1118615,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Célibataire,2004,Oui,27,5,5,Tous risques,Aucun accident
1118851,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,2,Célibataire,2000,Oui,30,6,10,Tiers,Aucun accident
1119032,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Marié,1991,Oui,41,14,7,Tous risques,Accident
1119288,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,5,Inconnu,1997,Non,34,9,4,Tous risques,Accident
1119386,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,9,7,Marié,2000,Non,40,12,6,Tiers,Accident
1119694,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),9,12,6,Inconnu,1999,Non,33,8,5,Tous risques,Accident
1119811,Renault,Privé,Retraités  (R),5,6,2,Marié,1979,Non,60,16,12,Tous risques sérénité,Aucun accident
1119993,Lancia,Privé & Professionnel,Agriculteurs exploitants (AE),8,10,2,Marié,1975,Non,71,11,9,Tous risques,Aucun accident
1120319,Renault,Privé & Professionnel,Autres personnes sans activité professionnelle (APSAP),4,3,2,Marié,1994,Non,43,7,11,Tiers,Accident
1120406,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,11,4,Marié,2000,Non,40,15,7,Tous risques,Accident
1120689,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,18,9,Marié,1984,Oui,47,8,6,Tous risques,Aucun accident
1121146,Citroën,Privé,Professions intermédiaires (PI),4,2,1,Marié,2004,Non,44,10,6,Tiers,Accident
1121439,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,5,Célibataire,2005,Non,25,6,7,Tous risques,Accident
1121502,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Célibataire,2003,Non,28,11,7,Tous risques,Aucun accident
1121757,Ford,Privé,Employés (E),6,7,7,Célibataire,2000,Non,31,7,8,Tiers,Aucun accident
1121779,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),8,7,5,Marié,1970,Non,83,7,12,Tous risques,Aucun accident
1122368,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,4, ,Inconnu,1980,Oui, ,5,5,Tous risques,Aucun accident
1122430,Volkswagen,Privé & Professionnel,Agriculteurs exploitants (AE),6,5,3,Marié,1980,Oui,50,10,9,Tiers,Aucun accident
1122813,Fiat,Privé,Professions intermédiaires (PI),8,12,6,Marié,1999,Non,47,10,8,Tiers,Aucun accident
1122950,Renault,Privé,Professions intermédiaires (PI),6,7,4,Célibataire,2003,Non,28,15,4,Tous risques,Accident
1123059,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,9,3,Célibataire,2004,Non,27,8,4,Tous risques sérénité,Accident
1123232,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),9,9,2,Marié,1980,Non,54,7,9,Tous risques sérénité,Aucun accident
1123560,Saab,Privé & Professionnel,Ouvriers (O),7,11,2,Inconnu,1990,Non,41,21,14,Tous risques,Aucun accident
1123737,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,10,3,Marié,1997,Oui,33,11,7,Tiers,Accident
1124735,Renault,Privé,Professions intermédiaires (PI),4,4,2,Marié,1949,Non,84,27,27,Tiers,Aucun accident
1125158,Nissan,Privé,Retraités  (R),9,12,7,Marié,1979,Oui,70,5,13,Tous risques,Aucun accident
1125316,Mercedes-Benz,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",4,5,4,Inconnu, ,Non, ,4,4,Tous risques sérénité,Aucun accident
1125422,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Célibataire,1998,Oui,34,8,8,Tous risques,Aucun accident
1125942,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,9,Célibataire,1998,Non,34,14,7,Tous risques,Accident
1126745,Lancia,Privé,Cadres et professions intellectuelles supérieures (CPIS),10,11,8,Célibataire,2003,Non,32,10,4,Tiers,Accident
1127073,Renault,Privé & trajet travail,Employés (E),10,9,7,Marié,1977,Oui,56,10,6,Tiers,Aucun accident
1127730,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,2,Marié,1979,Non,51,15,8,Tiers,Aucun accident
1127835,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,8,5,Marié,1993,Oui,39,15,5,Tous risques,Accident
1127935,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,5,Célibataire,2006,Non,25,10,4,Tous risques,Accident
1128384,Saab,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,6,3,Célibataire,2002,Oui,29,5,7,Tous risques,Aucun accident
1130697,Renault,Privé,Retraités  (R),6,5,2,Inconnu,1972,Oui,70,14,5,Tous risques sérénité,Aucun accident
1131764,Citroën,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,16,5,Marié,1978,Oui,56,12,6,Tous risques sérénité,Aucun accident
1132105,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,7,2,Marié,1990,Oui,41,12,4,Tiers,Aucun accident
1132327,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,9,10,Marié,1976,Oui,52,16,5,Tous risques,Aucun accident
1135173,Citroën,Privé,Professions intermédiaires (PI),2,2,5,Inconnu,1966,Oui,65,16,13,Tiers,Aucun accident
1135830,Renault,Privé & trajet travail,Ouvriers (O),4,4,5,Marié,1991,Non,39,14,5,Tous risques,Aucun accident
1136271,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Divorcé,1997,Oui,33,6,5,Tous risques,Accident
1136423,Renault,Privé & Professionnel,Professions intermédiaires (PI),6,11,2,Marié,1991,Non,42,11,7,Tous risques,Aucun accident
1136778,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,1,1,Marié,1991,Non,40,11,12,Tiers,Aucun accident
1138656,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,3,Marié,1985,Oui,46,5,11,Tiers,Aucun accident
1139294,Renault,Privé & trajet travail,Employés (E),5,4,3,Célibataire,1999,Oui,32,10,5,Tous risques,Accident
1139311,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),4,4,2,Marié,1980,Non,64,16,5,Tous risques sérénité,Aucun accident
1139348,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,7,4,Inconnu, ,Non, ,8,4,Tous risques,Aucun accident
1139494,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Célibataire,2001,Non,30,13,5,Tous risques sérénité,Aucun accident
1139644,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),7,8,3,Marié,1961,Oui,80,17,14,Tous risques,Aucun accident
1139745,Renault,Privé,Retraités  (R),6,5,3,Marié,1970,Oui,67,5,16,Tous risques sérénité,Aucun accident
1140263,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),4,5,5,Marié,1992,Oui,54,15,14,Tous risques,Aucun accident
1140905,Peugeot,Privé,Employés (E),6,4,3,Marié,1981,Oui,54,6,4,Tous risques,Aucun accident
1141156,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,4,Célibataire,1999,Oui,31,11,11,Tiers,Accident
1141281,Chrysler,Privé,Retraités  (R),8,7,2,Marié,1979,Non,54,19,8,Tous risques,Aucun accident
1141664,Peugeot,Privé & trajet travail,Ouvriers (O),4,4,6,Célibataire,2001,Non,30,17,4,Tiers,Accident
1142054,Chrysler,Privé & Professionnel,Ouvriers (O),7,10,8,Inconnu, ,Non, ,8,7,Tous risques sérénité,Aucun accident
1142464,Citroën,Privé & trajet travail,Employés (E),8,8,3,Marié,1984,Oui,50,5,13,Tous risques,Aucun accident
1142930,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),7,7,2,Marié,1995,Non,48,10,14,Tous risques,Aucun accident
1143259,Renault,Privé,Retraités  (R),4,4,2,Marié,1954,Oui,77,14,12,Tous risques,Aucun accident
1143440,Alfa Romeo,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,12,8,Marié,1977,Non,57,5,5,Tous risques,Aucun accident
1144255,Fiat,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,10,7,Marié,1973,Oui,59,11,6,Tous risques sérénité,Aucun accident
1144375,Citroën,Privé & Professionnel,Professions intermédiaires (PI),8,7,3,Marié,1954,Non,83,28,37,Tiers,Aucun accident
1145571,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),8,9,2,Marié,1981,Non,51,12,4,Tous risques,Aucun accident
1145610,BMW,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,7,Célibataire,2003,Non,29,13,7,Tous risques,Accident
1146009,Peugeot,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,8,5,Marié,1978,Oui,55,7,4,Tous risques,Accident
1146473,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,8,Célibataire,1997,Oui,35,7,11,Tiers,Accident
1146479,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,2,Marié,1995,Non,38,11,4,Tiers,Aucun accident
1146748,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),8,8,2,Célibataire,1998,Non,37,18,13,Tous risques,Accident
1147830,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,5,Marié,1990,Oui,41,5,15,Tous risques,Accident
1148030,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,3,7,Célibataire,2005,Non,27,7,6,Tiers,Accident
1148090,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,3,Célibataire,2006,Oui,24,8,5,Tous risques sérénité,Accident
1148489,Renault,Privé & Professionnel,Professions intermédiaires (PI),10,11,5,Marié,1985,Oui,46,8,23,Tous risques sérénité,Aucun accident
1149541,Toyota,Privé & Professionnel,Ouvriers (O),8,17,5,Inconnu,1985,Non, ,4,7,Tiers,Accident
1150606,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,5,Marié,1993,Non,39,4,7,Tous risques sérénité,Accident
1150684,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Marié,1971,Non,63,9,9,Tous risques sérénité,Aucun accident
1150715,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,7,4,Célibataire,1985,Non,48,21,21,Tous risques,Aucun accident
1150848,Citroën,Privé & trajet travail,Employés (E),4,3,2,Marié,1986,Oui,45,6,5,Tous risques,Aucun accident
1151016,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,5,1,Célibataire,1997,Non,33,13,5,Tous risques,Accident
1151075,Citroën,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",5,5,6,Inconnu, ,Oui, ,7,6,Tous risques sérénité,Aucun accident
1151124,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Inconnu,1977,Oui,57,8,12,Tous risques,Aucun accident
1152246,Renault,Privé,Retraités  (R),8,9,8,Marié,1973,Oui,75,18,5,Tous risques,Aucun accident
1152883,Chrysler,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,11,2,Célibataire,1985,Non,50,9,6,Tous risques,Aucun accident
1153256,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,4,3,Inconnu,1978,Non,52,6,6,Tous risques,Aucun accident
1153269,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,9,Marié,1970,Non,66,16,6,Tous risques,Aucun accident
