ID|Comments|CHURN
2504|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1164|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
218|I needed a handset which also functioned as a PDA. You did not offer such a model.|Current
3559|Asked about how to change his ring tones. Referred him to web site.|Vol
2711|Wants to know how to do text messaging. Referred him to web site.|Current
2102|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
238|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3591|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
3573|Asked how to disable call waiting. referred him to web site.|Vol
3281|Needed help figuring out his bill. I explained our minute charges.|Vol
1296|The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t|Vol
2660|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1114|He expected significantly better Technical Support.|Vol
3681|I expected significantly better Technical Support.|Vol
2234|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
464|Wants to change address.|Current
2960|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
2083|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
2550|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3053|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
3657|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
389|Wants to know how to do text messaging. Referred him to web site.|Current
1824|transferred to manager ASAP|Current
1053|Asked how to disable call waiting. referred him to web site.|Vol
2819|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2001|Wants to change address.|Current
1669|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
751|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
2925|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3367|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2235|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3242|Asked about how to change his ring tones. Referred him to web site.|Current
2600|Wants to add additional lines for family. Needs more info on rates.|Vol
1677|Hopes to get an additonal line working by the end of the week for his wife.|Current
438|Wants to know how to do text messaging. Referred him to web site.|Vol
1077|He asked for a new phone number. I referred him to customer care.|Current
1822|transferred to manager ASAP|Vol
948|Wants to know how to do text messaging. Referred him to web site.|Current
312|Lost the directions to phone and wants another manual. I referred him to web site.|Current
2391|Hopes to get an additonal line working by the end of the week for his wife.|Current
322|transferred to manager ASAP|Vol
940|Asked about how to change his ring tones. Referred him to web site.|Vol
1521|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3606|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
3654|The signal on my handset was always weak. Even when I replaced the battery.|Current
476|Needed help figuring out his bill. I explained our minute charges.|Vol
1730|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2926|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
988|Needed help figuring out his bill. I explained our minute charges.|Vol
